planet_mass0,period0,eccentricity0,inclination0,argument0,longnode0,mean_anomaly0,planet_mass1,period1,eccentricity1,inclination1,argument1,longnode1,mean_anomaly1,planet_mass2,period2,eccentricity2,inclination2,argument2,longnode2,mean_anomaly2,planet_mass3,period3,eccentricity3,inclination3,argument3,longnode3,mean_anomaly3,star_mass,num_planets
1.68147873437592e-05,45.15366939929889,0.019710124179793426,90.0,-162.59644789153978,-1.765562519220063e-31,-138.02130921978363,2.0620438961092155e-05,85.31753613846404,0.006504917048198108,90.0,-18.473861850492195,7.0622500768802555e-31,-124.3305333272448,2.150660185641768e-05,130.194391750911,0.0020849551609228127,90.0,14.276386918225937,0.0,-82.18557867721225,1.5270915826994026e-05,264.06827596572333,0.017042786265063607,90.0,-73.93971722544265,1.7655625192200634e-31,28.23261247280305,1.0,4
2.1877674700658537e-05,45.153975379554026,0.017138613099477246,90.0,-170.25612726145425,-1.7655625192200639e-31,-130.58053141406106,1.9956336622270033e-05,85.31843873181664,0.0034144800171064657,90.0,-39.11858827349393,3.5311250384401278e-31,-103.28991710716517,2.176807323738907e-05,130.19735235477546,0.0009778107879406853,90.0,165.39606318238737,3.5311250384401278e-31,127.03165474625399,1.316777377496662e-05,263.756787899859,0.023548708124093595,90.0,-127.328415251648,-7.062250076880254e-31,70.75607408310255,1.0,4
1.714184816900316e-05,45.15384295719893,0.019923176011898858,90.0,-166.04332505515495,0.0,-134.50755702795797,1.851484098514979e-05,85.31702365339024,0.007201329279684497,90.0,-34.71469613378117,0.0,-108.07906297188502,2.112297981630788e-05,130.19509050739345,0.0025205870996243495,90.0,-55.40640185090822,3.5311250384401278e-31,-12.438392548414212,1.2559366876637742e-05,264.0423774174098,0.027099659878013133,90.0,-114.9251754286709,-1.7655625192200639e-31,59.10836508143926,1.0,4
1.470429855326468e-05,45.15366508590224,0.01820041806693088,90.0,175.37419030695153,-2.2069531490250793e-31,-116.07244717508405,1.9618142319530785e-05,85.31675625532903,0.012096804156843735,90.0,19.253751132817825,3.531125038440126e-31,-162.656185829438,2.0874298815628705e-05,130.1944271824135,0.008143704607588445,90.0,39.22998188756231,0.0,-107.62837412064401,1.7222440191721526e-05,265.1909931477563,0.010951148549419238,90.0,126.36550592416594,-3.5311250384401278e-31,-179.85507821478356,1.0,4
1.643991964842045e-05,45.1540691260394,0.014349044511675136,90.0,164.58659124081984,-3.5311250384401286e-31,-105.77884304206319,1.87368520413059e-05,85.31711854243986,0.010273657773901875,90.0,7.185744375796185,1.7655625192200634e-31,-150.46169979059627,1.8527918543008684e-05,130.19538082022186,0.005526444963555035,90.0,25.55356272543507,1.7655625192200634e-31,-93.80767039326241,1.0305290406339905e-05,263.251071490869,0.029514467767772664,90.0,-112.50759300926036,-1.7655625192200639e-31,48.13012633740993,1.0,4
1.5889721068281395e-05,45.15402366095639,0.013291813524917664,90.0,166.43214283890651,-3.531125038440126e-31,-107.72832088290993,1.9383268315091046e-05,85.31689190323254,0.011922474426989016,90.0,-6.09613564305555,-3.0897344086351106e-31,-137.37216649121532,1.9051590529270663e-05,130.19514314307165,0.006531837516325495,90.0,5.431630069079844,-4.4139062980501597e-32,-73.86055145088278,1.0864081830932929e-05,263.0568698372925,0.03295365076071202,90.0,-95.38662830112155,3.531125038440127e-31,33.03619368759761,1.0,4
1.21523861801071e-05,45.15375932048892,0.018782133005307195,90.0,163.0338697056972,3.531125038440127e-31,-103.75731537026871,1.9545769873950367e-05,85.31624359437443,0.012293241743277318,90.0,25.994167637676142,-3.5311250384401286e-31,-169.35456214906742,1.8170147380108257e-05,130.19341444670613,0.008807166041271403,90.0,45.889565114500535,-7.062250076880257e-31,-114.26893575312504,1.3067221877171669e-05,263.3562062989041,0.019455860660227888,90.0,-54.628653606625676,-3.531125038440127e-31,1.7244057952970333,1.0,4
1.3359831755819242e-05,45.15398938735932,0.015198443806298603,90.0,176.53548143389673,-4.4139062980501597e-32,-117.57300651247886,2.1015362774939366e-05,85.31699328347582,0.007500906167985164,90.0,-13.983175391512129,0.0,-128.94110947144935,1.5870518217571254e-05,130.19569412173587,0.0030973485854844684,90.0,10.427513317621724,8.827812596100319e-32,-78.45606128774195,1.1979805812889356e-05,262.57183173511476,0.03237369002318143,90.0,-83.47522260575006,3.5311250384401278e-31,24.61105443139815,1.0,4
1.3951207928040897e-05,45.153991245152405,0.014770575464497823,90.0,170.81120248208103,-1.765562519220063e-31,-111.91855369892146,2.0513484549829326e-05,85.31715783105432,0.008759331578344976,90.0,17.132895389357017,1.765562519220063e-31,-160.17582679816812,1.6054754149323803e-05,130.19570321226828,0.006045398822283529,90.0,47.574944176819024,0.0,-115.72000985956754,1.367213165557174e-05,262.8738989432037,0.019094748356973567,90.0,-82.63279981498766,5.296687557660191e-31,23.11011224107478,1.0,4
1.0253552373492554e-05,45.15369777207359,0.02025713556063594,90.0,-176.56946891196327,-1.3241718894150474e-31,-123.88699514868995,1.9371436832096172e-05,85.31585545789967,0.01019906305012311,90.0,-0.37265858951203024,-5.103579157120497e-31,-142.8964053882257,1.5640022581709187e-05,130.19574635773304,0.005814356631462006,90.0,13.913019779997093,1.765562519220063e-31,-82.24248121063823,1.4530010632138809e-05,262.6040816649034,0.023038471040926378,90.0,-98.03517747999035,-2.648343778830095e-31,30.161055284195886,1.0,4
1.2603713037074071e-05,45.15372208429807,0.017391708111306758,90.0,167.16479401210242,4.413906298050159e-31,-108.0054737888661,1.999117317628857e-05,85.3152853616459,0.012762812192963855,90.0,31.528483530262825,1.765562519220063e-31,-174.87114320358253,2.1735017581372652e-05,130.19625183474028,0.009584986933963525,90.0,49.497514712981506,0.0,-117.88577045951105,1.62500753462354e-05,262.9462684987646,0.007406247221014462,90.0,-51.0502901115742,3.531125038440127e-31,-11.152623369618523,1.0,4
1.1328511488779463e-05,45.15356158741809,0.019377961628296626,90.0,172.66453092872572,0.0,-113.24429752948623,1.9037128180299055e-05,85.31527562686566,0.01606653809140408,90.0,28.57596990621812,-3.5311250384401278e-31,-172.29009024959691,2.138154868892885e-05,130.19580053251087,0.012256118007626583,90.0,41.69665022838366,0.0,-110.41900631255392,1.586765272257776e-05,262.7235373978043,0.013198587563423016,90.0,-37.113892172242075,0.0,-28.021431494710065,1.0,4
1.4259819880385177e-05,45.15368270818676,0.017408043305474685,90.0,170.19798296027935,-8.827812596100317e-32,-111.01097371152123,1.9838196859436012e-05,85.31600623079323,0.013141464109471153,90.0,13.830659341579196,-1.7655625192200634e-31,-157.39921276227074,2.164286822348766e-05,130.19544077304076,0.008429389591872638,90.0,28.421455114146017,-3.5311250384401278e-31,-96.95157553213875,1.4690677391658538e-05,264.07348458690655,0.011056978342360399,90.0,-155.80709855918153,-1.7655625192200634e-31,92.78581322957623,1.0,4
1.652503853886162e-05,45.153885396459664,0.017018787036589624,90.0,173.35858587796932,1.7655625192200634e-31,-114.2009961823016,2.0440253441112278e-05,85.31587863582261,0.006541360034864457,90.0,-23.185670521048884,0.0,-119.62668029033392,2.4429595769998367e-05,130.19681035660847,0.002234596757306767,90.0,-5.313653870867959,4.4139062980501575e-32,-62.62637256979373,1.1749073498113383e-05,263.3039119925605,0.029227347651070205,90.0,-143.61729962026416,0.0,70.57749437320582,1.0,4
1.62573489045233e-05,45.15387110359864,0.017175259902439,90.0,174.26801349723598,4.413906298050161e-32,-115.08887860806095,2.04088337574304e-05,85.3158638556167,0.006586056838719329,90.0,-23.592297188418645,-5.29668755766019e-31,-119.22170777226658,2.4181394669853606e-05,130.19666621952973,0.0022494605658797697,90.0,-5.985315615621688,-3.0897344086351115e-31,-61.956181611557476,1.1837913845147743e-05,263.32250041613446,0.028968347254131267,90.0,-144.50615341684667,0.0,71.48790802193501,1.0,4
1.8036778467091236e-05,45.15398187140337,0.017733414884568484,90.0,170.6518843476599,2.6483437788300947e-31,-111.4260160763841,2.0522476040538837e-05,85.31675765466812,0.002765746535229357,90.0,-28.83523979123654,-1.7655625192200634e-31,-113.54980908483701,2.1899650902591535e-05,130.19768317605053,0.0011699002046129483,90.0,147.16725685679035,0.0,145.26223602760192,1.4571538863729869e-05,264.3061739490308,0.03671358454735949,90.0,176.1015816601979,2.6483437788300943e-31,110.8821005659667,1.0,4
1.936926765408057e-05,45.154042705623475,0.018694247424926078,90.0,178.06822655263298,-3.5311250384401278e-31,-118.7021694202121,1.924514963147246e-05,85.31814015049218,0.0009624694723881369,90.0,43.21151431082233,-3.531125038440127e-31,174.6090539285549,1.8354669648613535e-05,130.19746705931408,0.0033751944094199036,90.0,145.2032061778392,0.0,147.43061927894246,1.379676638217327e-05,264.32819546312953,0.043631046083320656,90.0,171.24138116959438,-2.648343778830095e-31,113.92491562153457,1.0,4
2.0080562876377975e-05,45.15419313063946,0.017938392265534682,90.0,-174.49493441298975,4.4139062980501586e-32,-126.22939312030724,1.840556296083621e-05,85.31900808940951,0.002583641876117392,90.0,117.91064396203485,-3.531125038440127e-31,100.13608299163756,1.5913232480682727e-05,130.1973271783444,0.005725217015974139,90.0,144.91415576685583,-3.531125038440127e-31,147.93859165109475,1.35001899968179e-05,264.30632462955055,0.04621744412475097,90.0,172.67436003305386,-8.827812596100319e-32,115.10561590696086,1.0,4
1.9905897206177445e-05,45.153951749924246,0.018947112299597224,90.0,-177.17928219857782,1.7655625192200643e-31,-123.4229676186027,1.900733956175703e-05,85.31777209094717,0.002985446340637505,90.0,-11.306834187386476,-2.6483437788300956e-31,-131.1369549556013,2.124622573190346e-05,130.19752090854863,0.00133323902738941,90.0,144.83233813899153,3.531125038440127e-31,147.6076241586679,1.5103468706192176e-05,264.55081923624675,0.041087292820152,90.0,166.1332456118241,0.0,118.28447212998992,1.0,4
1.3309612690919644e-05,45.153952967163505,0.017842869840354426,90.0,-159.77788547574943,-1.7655625192200634e-31,-141.0698165689548,1.8421275058139804e-05,85.31490192021093,0.004996802169668774,90.0,-22.729203451354536,0.0,-119.91168332643782,2.28131118287376e-05,130.19377078945044,0.000486714884323326,90.0,-12.060597180375556,-4.41390629805016e-31,-55.678945912814584,1.3784828291990187e-05,264.13837492565733,0.023203125543128034,90.0,-135.5169724065915,-3.531125038440125e-31,78.46904447521885,1.0,4
1.4446017882771168e-05,45.1541508855642,0.014668753661281618,90.0,-175.4629891797347,2.20695314902508e-31,-125.63508970646106,1.939268653220696e-05,85.31569631216806,0.0018771487521333941,90.0,27.848904671971365,0.0,-170.13693842812572,2.0881888400381583e-05,130.19511857978685,0.003279382519720801,90.0,120.39232124562695,1.7655625192200634e-31,172.11448232939486,1.4909622186928996e-05,264.4474812893776,0.025831349129232007,90.0,-175.82567132659236,-1.7655625192200634e-31,116.20646176713112,1.0,4
1.4185060264843607e-05,45.15414468654745,0.015689707016503674,90.0,-168.08147735690847,-1.7655625192200639e-31,-132.9298127675963,1.8810971912992156e-05,85.31549300371785,0.0009124943289203239,90.0,-52.40770878865504,-3.5311250384401278e-31,-89.7566315200606,2.030811603130789e-05,130.19479819411904,0.00249915768393519,90.0,156.93729778502356,-3.5311250384401278e-31,135.64518921728504,1.4826729675973603e-05,264.3087672663751,0.021809667829439085,90.0,-149.1748522262205,-5.29668755766019e-31,94.52238613066305,1.0,4
1.536880461856068e-05,45.154122372013795,0.014175034152638323,90.0,-176.03595443430947,8.827812596100319e-32,-125.11953578119552,2.0552267352871923e-05,85.31554479852122,0.0015424726995397341,90.0,30.90248247391885,-5.29668755766019e-31,-173.1666352675557,2.3066215844270892e-05,130.19556925800754,0.0032517964899434052,90.0,121.96006721473933,-3.5311250384401278e-31,170.5558185907194,1.2151238865935265e-05,264.35700618715043,0.03044826310032619,90.0,-158.5534080464069,-1.765562519220063e-31,98.20362170510202,1.0,4
1.264090627617754e-05,45.15419981318304,0.014918695946978209,90.0,-168.08817870526835,0.0,-133.0114047665523,1.908893800655484e-05,85.31399584740525,0.001759895394597487,90.0,157.47216834651823,1.7655625192200639e-31,60.59246798622946,2.3618885880203033e-05,130.194126142374,0.005085460563912226,90.0,154.6370330821053,1.765562519220063e-31,138.20453171531864,1.0071951543001457e-05,264.0702015733337,0.039567017929249895,90.0,-156.20798174709918,1.7655625192200639e-31,93.00976943064434,1.0,4
